,City,UnlinkedPassengerTrips,Month,Year,Gas_Price
0,"Chicago, IL--IN",28036615,1,2002,1.1525
1,"Denver--Aurora, CO",5964780,1,2002,1.133
2,"Houston, TX",8113562,1,2002,1.05775
3,"New York--Jersey City--Newark, NY--NJ",113967915,1,2002,1.2085
4,"San Francisco--Oakland, CA",22499848,1,2002,1.32625
5,"Chicago, IL--IN",27087193,1,2003,1.54
6,"Denver--Aurora, CO",5620393,1,2003,1.48825
7,"Houston, TX",7720361,1,2003,1.438
8,"New York--Jersey City--Newark, NY--NJ",107572846,1,2003,1.598
9,"San Francisco--Oakland, CA",23358565,1,2003,1.78075
10,"Boston, MA--NH",10246638,1,2004,1.624
11,"Chicago, IL--IN",25821894,1,2004,1.67625
12,"Cleveland, OH",3706715,1,2004,1.61075
13,"Denver--Aurora, CO",5823576,1,2004,1.5325
14,"Houston, TX",7559239,1,2004,1.5065
15,"Miami--Fort Lauderdale, FL",10163963,1,2004,1.68775
16,"New York--Jersey City--Newark, NY--NJ",101283193,1,2004,1.6715
17,"San Francisco--Oakland, CA",22328951,1,2004,1.749
18,"Seattle--Tacoma, WA",10318976,1,2004,1.637
19,"Boston, MA--NH",11791268,1,2005,1.8738
20,"Chicago, IL--IN",26488107,1,2005,1.8994
21,"Cleveland, OH",4371483,1,2005,1.8878
22,"Denver--Aurora, CO",6032332,1,2005,1.7916
23,"Houston, TX",6843218,1,2005,1.7516
24,"Miami--Fort Lauderdale, FL",10928313,1,2005,1.9866
25,"New York--Jersey City--Newark, NY--NJ",104701563,1,2005,1.934
26,"San Francisco--Oakland, CA",21396209,1,2005,1.9812
27,"Seattle--Tacoma, WA",10576625,1,2005,1.8526
28,"Boston, MA--NH",9717943,1,2006,2.379
29,"Chicago, IL--IN",26501811,1,2006,2.39
30,"Cleveland, OH",5126415,1,2006,2.349
31,"Denver--Aurora, CO",6437912,1,2006,2.258
32,"Houston, TX",7560444,1,2006,2.2896
33,"Miami--Fort Lauderdale, FL",11719828,1,2006,2.4898
34,"New York--Jersey City--Newark, NY--NJ",110676911,1,2006,2.461
35,"San Francisco--Oakland, CA",20096383,1,2006,2.3984
36,"Seattle--Tacoma, WA",11465161,1,2006,2.252
37,"Boston, MA--NH",9351148,1,2007,2.3058
38,"Chicago, IL--IN",27763330,1,2007,2.273
39,"Cleveland, OH",4293982,1,2007,2.1878
40,"Denver--Aurora, CO",6242766,1,2007,2.1512
41,"Houston, TX",7110715,1,2007,2.13
42,"Miami--Fort Lauderdale, FL",11878362,1,2007,2.376
43,"New York--Jersey City--Newark, NY--NJ",100270668,1,2007,2.3806
44,"San Francisco--Oakland, CA",19767601,1,2007,2.7032
45,"Seattle--Tacoma, WA",12191638,1,2007,2.6526
46,"Boston, MA--NH",9710816,1,2008,3.078
47,"Chicago, IL--IN",28391796,1,2008,3.17475
48,"Cleveland, OH",4244994,1,2008,3.07875
49,"Denver--Aurora, CO",6634434,1,2008,2.879
50,"Houston, TX",7663421,1,2008,2.945
51,"Miami--Fort Lauderdale, FL",11573241,1,2008,3.24475
52,"New York--Jersey City--Newark, NY--NJ",106154398,1,2008,3.16675
53,"San Francisco--Oakland, CA",19493206,1,2008,3.4025
54,"Seattle--Tacoma, WA",13173962,1,2008,3.153
55,"Boston, MA--NH",9378734,1,2009,1.75975
56,"Chicago, IL--IN",27869073,1,2009,1.98675
57,"Cleveland, OH",2463510,1,2009,1.92425
58,"Denver--Aurora, CO",6636909,1,2009,1.62
59,"Houston, TX",6388057,1,2009,1.66275
60,"Miami--Fort Lauderdale, FL",10981471,1,2009,1.972
61,"New York--Jersey City--Newark, NY--NJ",100328130,1,2009,1.816
62,"San Francisco--Oakland, CA",20908627,1,2009,2.06
63,"Seattle--Tacoma, WA",13471663,1,2009,2.03275
64,"Boston, MA--NH",9502150,1,2010,2.7365
65,"Chicago, IL--IN",27822254,1,2010,2.86975
66,"Cleveland, OH",3196679,1,2010,2.74475
67,"Denver--Aurora, CO",6372365,1,2010,2.5575
68,"Houston, TX",5563126,1,2010,2.59725
69,"Miami--Fort Lauderdale, FL",9921259,1,2010,2.88625
70,"New York--Jersey City--Newark, NY--NJ",97944358,1,2010,2.80675
71,"San Francisco--Oakland, CA",19471222,1,2010,3.0775
72,"Seattle--Tacoma, WA",12694210,1,2010,2.89075
73,"Boston, MA--NH",9310489,1,2011,3.1634
74,"Chicago, IL--IN",27274719,1,2011,3.2916
75,"Cleveland, OH",2995389,1,2011,3.1662
76,"Denver--Aurora, CO",6200563,1,2011,2.9378
77,"Houston, TX",5636149,1,2011,2.9736
78,"Miami--Fort Lauderdale, FL",10661132,1,2011,3.2674
79,"New York--Jersey City--Newark, NY--NJ",90785990,1,2011,3.2538
80,"San Francisco--Oakland, CA",19098978,1,2011,3.4122
81,"Seattle--Tacoma, WA",12798807,1,2011,3.2802
82,"Boston, MA--NH",10502477,1,2012,3.4574
83,"Chicago, IL--IN",27792722,1,2012,3.6016
84,"Cleveland, OH",3141046,1,2012,3.4478
85,"Denver--Aurora, CO",6404945,1,2012,3.0448
86,"Houston, TX",5825131,1,2012,3.2784
87,"Miami--Fort Lauderdale, FL",11555586,1,2012,3.6164
88,"New York--Jersey City--Newark, NY--NJ",96457432,1,2012,3.5632
89,"San Francisco--Oakland, CA",19852945,1,2012,3.7292
90,"Seattle--Tacoma, WA",12199300,1,2012,3.5622
91,"Boston, MA--NH",10674057,1,2013,3.50425
92,"Chicago, IL--IN",27926014,1,2013,3.44975
93,"Cleveland, OH",3268099,1,2013,3.33675
94,"Denver--Aurora, CO",6572415,1,2013,2.922
95,"Houston, TX",6066584,1,2013,3.24775
96,"Miami--Fort Lauderdale, FL",11787151,1,2013,3.6545
97,"New York--Jersey City--Newark, NY--NJ",99460837,1,2013,3.6415
98,"San Francisco--Oakland, CA",18888751,1,2013,3.66975
99,"Seattle--Tacoma, WA",13493029,1,2013,3.47425
100,"Boston, MA--NH",10360487,1,2014,3.5145
101,"Chicago, IL--IN",23391672,1,2014,3.52375
102,"Cleveland, OH",2978653,1,2014,3.39725
103,"Denver--Aurora, CO",6493915,1,2014,3.206
104,"Houston, TX",5811134,1,2014,3.1875
105,"Miami--Fort Lauderdale, FL",11361607,1,2014,3.637
106,"New York--Jersey City--Newark, NY--NJ",90989578,1,2014,3.58475
107,"San Francisco--Oakland, CA",20292997,1,2014,3.69275
108,"Seattle--Tacoma, WA",13888052,1,2014,3.44425
109,"Boston, MA--NH",11001228,1,2015,2.33025
110,"Chicago, IL--IN",24337154,1,2015,2.21725
111,"Cleveland, OH",3133263,1,2015,2.043
112,"Denver--Aurora, CO",6423311,1,2015,1.9975
113,"Houston, TX",5763349,1,2015,2.009
114,"Miami--Fort Lauderdale, FL",11132364,1,2015,2.4815
115,"New York--Jersey City--Newark, NY--NJ",87937859,1,2015,2.39825
116,"San Francisco--Oakland, CA",18892539,1,2015,2.67775
117,"Seattle--Tacoma, WA",13770216,1,2015,2.45525
118,"Boston, MA--NH",10859580,1,2016,2.05825
119,"Chicago, IL--IN",23571481,1,2016,2.068
120,"Cleveland, OH",2953502,1,2016,1.88675
121,"Denver--Aurora, CO",6193032,1,2016,1.90475
122,"Houston, TX",5884905,1,2016,1.79225
123,"Miami--Fort Lauderdale, FL",9321241,1,2016,2.32925
124,"New York--Jersey City--Newark, NY--NJ",89405620,1,2016,2.08825
125,"San Francisco--Oakland, CA",19242657,1,2016,2.73675
126,"Seattle--Tacoma, WA",13588512,1,2016,2.471
127,"Boston, MA--NH",10823255,1,2017,2.4012
128,"Chicago, IL--IN",22374344,1,2017,2.5662
129,"Cleveland, OH",2532212,1,2017,2.3654
130,"Denver--Aurora, CO",5615058,1,2017,2.3306
131,"Houston, TX",5914599,1,2017,2.213
132,"Miami--Fort Lauderdale, FL",8847288,1,2017,2.7144
133,"New York--Jersey City--Newark, NY--NJ",89734932,1,2017,2.5966
134,"San Francisco--Oakland, CA",18293444,1,2017,2.8968
135,"Seattle--Tacoma, WA",13684458,1,2017,2.7818
136,"Boston, MA--NH",9781215,1,2018,2.6588
137,"Chicago, IL--IN",21948153,1,2018,2.8064
138,"Cleveland, OH",2310187,1,2018,2.5404
139,"Denver--Aurora, CO",6097322,1,2018,2.4938
140,"Houston, TX",5444872,1,2018,2.3532
141,"Miami--Fort Lauderdale, FL",7866731,1,2018,2.8742
142,"New York--Jersey City--Newark, NY--NJ",86320528,1,2018,2.742
143,"San Francisco--Oakland, CA",19364185,1,2018,3.2766
144,"Seattle--Tacoma, WA",14197277,1,2018,3.0262
145,"Boston, MA--NH",9809788,1,2019,2.521
146,"Chicago, IL--IN",19864688,1,2019,2.26575
147,"Cleveland, OH",1976828,1,2019,2.0575
148,"Denver--Aurora, CO",5753773,1,2019,2.18425
149,"Houston, TX",5937554,1,2019,2.02875
150,"Miami--Fort Lauderdale, FL",7711444,1,2019,2.3265
151,"New York--Jersey City--Newark, NY--NJ",89251100,1,2019,2.473
152,"San Francisco--Oakland, CA",19518245,1,2019,3.39175
153,"Seattle--Tacoma, WA",14139709,1,2019,3.1515
154,"Boston, MA--NH",10504943,1,2020,2.63875
155,"Chicago, IL--IN",22112368,1,2020,2.7635
156,"Cleveland, OH",2025040,1,2020,2.576
157,"Denver--Aurora, CO",5985751,1,2020,2.6805
158,"Houston, TX",6118728,1,2020,2.29275
159,"Miami--Fort Lauderdale, FL",7812487,1,2020,2.5845
160,"New York--Jersey City--Newark, NY--NJ",90358123,1,2020,2.669
161,"San Francisco--Oakland, CA",19189304,1,2020,3.56
162,"Seattle--Tacoma, WA",13848377,1,2020,3.2315
163,"Boston, MA--NH",4144511,1,2021,2.385
164,"Chicago, IL--IN",8217799,1,2021,2.5735
165,"Cleveland, OH",909132,1,2021,2.31275
166,"Denver--Aurora, CO",2141969,1,2021,2.3915
167,"Houston, TX",2958866,1,2021,2.07825
168,"Miami--Fort Lauderdale, FL",4765513,1,2021,2.38675
169,"New York--Jersey City--Newark, NY--NJ",41300174,1,2021,2.4655
170,"San Francisco--Oakland, CA",6433619,1,2021,3.413
171,"Seattle--Tacoma, WA",4413357,1,2021,2.925
172,"Boston, MA--NH",5468822,1,2022,3.4322
173,"Chicago, IL--IN",9739851,1,2022,3.5526
174,"Cleveland, OH",1022872,1,2022,3.2182
175,"Denver--Aurora, CO",2856423,1,2022,3.3254
176,"Houston, TX",3369936,1,2022,2.959
177,"Miami--Fort Lauderdale, FL",5376720,1,2022,3.3232
178,"New York--Jersey City--Newark, NY--NJ",48961256,1,2022,3.4592
179,"San Francisco--Oakland, CA",9293945,1,2022,4.7496
180,"Seattle--Tacoma, WA",5691316,1,2022,4.0854
181,"Boston, MA--NH",7334951,1,2023,3.4794
182,"Chicago, IL--IN",13083097,1,2023,3.657
183,"Cleveland, OH",1442931,1,2023,3.5164
184,"Denver--Aurora, CO",3229571,1,2023,3.4752
185,"Houston, TX",4418048,1,2023,2.9966
186,"Miami--Fort Lauderdale, FL",7557432,1,2023,3.4846
187,"New York--Jersey City--Newark, NY--NJ",71318254,1,2023,3.4668
188,"San Francisco--Oakland, CA",12665169,1,2023,4.429
189,"Seattle--Tacoma, WA",7780252,1,2023,4.1828
190,"Chicago, IL--IN",31683853,10,2002,1.60025
191,"Denver--Aurora, CO",6268487,10,2002,1.52825
192,"Houston, TX",8559724,10,2002,1.41775
193,"New York--Jersey City--Newark, NY--NJ",111113273,10,2002,1.54375
194,"San Francisco--Oakland, CA",24161750,10,2002,1.6415
195,"Boston, MA--NH",11102050,10,2003,1.72225
196,"Chicago, IL--IN",30628841,10,2003,1.68925
197,"Cleveland, OH",4522620,10,2003,1.604
198,"Denver--Aurora, CO",6394383,10,2003,1.553
199,"Houston, TX",7879514,10,2003,1.43225
200,"Miami--Fort Lauderdale, FL",10231136,10,2003,1.65775
201,"New York--Jersey City--Newark, NY--NJ",122743726,10,2003,1.76825
202,"San Francisco--Oakland, CA",24166795,10,2003,1.90175
203,"Seattle--Tacoma, WA",10633154,10,2003,1.65725
204,"Boston, MA--NH",12285788,10,2004,2.0285
205,"Chicago, IL--IN",30393476,10,2004,2.07475
206,"Cleveland, OH",4446469,10,2004,2.0085
207,"Denver--Aurora, CO",6584527,10,2004,1.97425
208,"Houston, TX",7192372,10,2004,1.8975
209,"Miami--Fort Lauderdale, FL",11719101,10,2004,2.09375
210,"New York--Jersey City--Newark, NY--NJ",117005574,10,2004,2.06475
211,"San Francisco--Oakland, CA",22603914,10,2004,2.41075
212,"Seattle--Tacoma, WA",10894746,10,2004,2.0915
213,"Boston, MA--NH",9947750,10,2005,2.7204
214,"Chicago, IL--IN",31186523,10,2005,2.7682
215,"Cleveland, OH",5424504,10,2005,2.63
216,"Denver--Aurora, CO",6900158,10,2005,2.7852
217,"Houston, TX",8225876,10,2005,2.7832
218,"Miami--Fort Lauderdale, FL",9659674,10,2005,2.9616
219,"New York--Jersey City--Newark, NY--NJ",127945697,10,2005,2.8038
220,"San Francisco--Oakland, CA",23278483,10,2005,2.962
221,"Seattle--Tacoma, WA",11702367,10,2005,2.8072
222,"Boston, MA--NH",9797935,10,2006,2.2476
223,"Chicago, IL--IN",30731982,10,2006,2.3434
224,"Cleveland, OH",5198621,10,2006,2.1604
225,"Denver--Aurora, CO",7016237,10,2006,2.3744
226,"Houston, TX",8249983,10,2006,2.0918
227,"Miami--Fort Lauderdale, FL",12150048,10,2006,2.4598
228,"New York--Jersey City--Newark, NY--NJ",123258652,10,2006,2.3154
229,"San Francisco--Oakland, CA",23048511,10,2006,2.5766
230,"Seattle--Tacoma, WA",12914092,10,2006,2.5352
231,"Boston, MA--NH",10583726,10,2007,2.7258
232,"Chicago, IL--IN",33071762,10,2007,2.9376
233,"Cleveland, OH",5574337,10,2007,2.8172
234,"Denver--Aurora, CO",7321274,10,2007,2.8156
235,"Houston, TX",8502149,10,2007,2.639
236,"Miami--Fort Lauderdale, FL",12285202,10,2007,2.9708
237,"New York--Jersey City--Newark, NY--NJ",113482480,10,2007,2.8078
238,"San Francisco--Oakland, CA",22853478,10,2007,3.1736
239,"Seattle--Tacoma, WA",14082886,10,2007,3.0096
240,"Boston, MA--NH",10734022,10,2008,3.017
241,"Chicago, IL--IN",35169273,10,2008,3.374
242,"Cleveland, OH",4968993,10,2008,2.88675
243,"Denver--Aurora, CO",7869301,10,2008,3.10925
244,"Houston, TX",7894965,10,2008,2.94925
245,"Miami--Fort Lauderdale, FL",12049592,10,2008,3.3225
246,"New York--Jersey City--Newark, NY--NJ",116319741,10,2008,3.16775
247,"San Francisco--Oakland, CA",23466903,10,2008,3.5735
248,"Seattle--Tacoma, WA",15488990,10,2008,3.23625
249,"Boston, MA--NH",10970409,10,2009,2.54775
250,"Chicago, IL--IN",31959651,10,2009,2.67475
251,"Cleveland, OH",3316025,10,2009,2.55475
252,"Denver--Aurora, CO",6817788,10,2009,2.453
253,"Houston, TX",6491873,10,2009,2.38975
254,"Miami--Fort Lauderdale, FL",10801855,10,2009,2.68525
255,"New York--Jersey City--Newark, NY--NJ",113907572,10,2009,2.62775
256,"San Francisco--Oakland, CA",23696160,10,2009,3.121
257,"Seattle--Tacoma, WA",13992631,10,2009,2.81625
258,"Boston, MA--NH",10690898,10,2010,2.81
259,"Chicago, IL--IN",30477754,10,2010,2.996
260,"Cleveland, OH",3336964,10,2010,2.83775
261,"Denver--Aurora, CO",6891592,10,2010,2.749
262,"Houston, TX",6224067,10,2010,2.6695
263,"Miami--Fort Lauderdale, FL",11055121,10,2010,2.93125
264,"New York--Jersey City--Newark, NY--NJ",109374762,10,2010,2.881
265,"San Francisco--Oakland, CA",20614422,10,2010,3.174
266,"Seattle--Tacoma, WA",13572336,10,2010,3.06425
267,"Boston, MA--NH",11164591,10,2011,3.5168
268,"Chicago, IL--IN",31146684,10,2011,3.5668
269,"Cleveland, OH",3561553,10,2011,3.3462
270,"Denver--Aurora, CO",6801106,10,2011,3.5026
271,"Houston, TX",6246507,10,2011,3.2794
272,"Miami--Fort Lauderdale, FL",11314443,10,2011,3.6256
273,"New York--Jersey City--Newark, NY--NJ",106878748,10,2011,3.6124
274,"San Francisco--Oakland, CA",21300148,10,2011,3.9016
275,"Seattle--Tacoma, WA",13584815,10,2011,3.8608
276,"Boston, MA--NH",11557927,10,2012,3.9004
277,"Chicago, IL--IN",32654263,10,2012,3.8842
278,"Cleveland, OH",3749226,10,2012,3.6362
279,"Denver--Aurora, CO",7173842,10,2012,3.7042
280,"Houston, TX",6893660,10,2012,3.5278
281,"Miami--Fort Lauderdale, FL",12279860,10,2012,3.8992
282,"New York--Jersey City--Newark, NY--NJ",102893189,10,2012,3.9632
283,"San Francisco--Oakland, CA",21543913,10,2012,4.4776
284,"Seattle--Tacoma, WA",14619012,10,2012,4.056
285,"Boston, MA--NH",11916167,10,2013,3.5065
286,"Chicago, IL--IN",31173395,10,2013,3.542
287,"Cleveland, OH",3906875,10,2013,3.3395
288,"Denver--Aurora, CO",6052747,10,2013,3.39375
289,"Houston, TX",6871497,10,2013,3.15175
290,"Miami--Fort Lauderdale, FL",12363960,10,2013,3.57425
291,"New York--Jersey City--Newark, NY--NJ",113050047,10,2013,3.52675
292,"San Francisco--Oakland, CA",22341879,10,2013,3.915
293,"Seattle--Tacoma, WA",14982281,10,2013,3.61925
294,"Boston, MA--NH",13420162,10,2014,3.3385
295,"Chicago, IL--IN",29347135,10,2014,3.437
296,"Cleveland, OH",4024925,10,2014,3.15725
297,"Denver--Aurora, CO",7193464,10,2014,3.30375
298,"Houston, TX",6907630,10,2014,3.0785
299,"Miami--Fort Lauderdale, FL",11948981,10,2014,3.39925
300,"New York--Jersey City--Newark, NY--NJ",111503603,10,2014,3.353
301,"San Francisco--Oakland, CA",21725132,10,2014,3.63625
302,"Seattle--Tacoma, WA",15281074,10,2014,3.51
303,"Boston, MA--NH",12271588,10,2015,2.2595
304,"Chicago, IL--IN",28582196,10,2015,2.7105
305,"Cleveland, OH",3581344,10,2015,2.437
306,"Denver--Aurora, CO",6880546,10,2015,2.38075
307,"Houston, TX",6596744,10,2015,2.06875
308,"Miami--Fort Lauderdale, FL",10572239,10,2015,2.55225
309,"New York--Jersey City--Newark, NY--NJ",106548711,10,2015,2.29525
310,"San Francisco--Oakland, CA",22141914,10,2015,2.95075
311,"Seattle--Tacoma, WA",15059199,10,2015,2.573
312,"Boston, MA--NH",10939340,10,2016,2.3082
313,"Chicago, IL--IN",26144394,10,2016,2.4286
314,"Cleveland, OH",3297039,10,2016,2.265
315,"Denver--Aurora, CO",6646747,10,2016,2.2504
316,"Houston, TX",6255275,10,2016,2.1104
317,"Miami--Fort Lauderdale, FL",8513553,10,2016,2.5782
318,"New York--Jersey City--Newark, NY--NJ",100413295,10,2016,2.3328
319,"San Francisco--Oakland, CA",20727544,10,2016,2.876
320,"Seattle--Tacoma, WA",14270328,10,2016,2.7526
321,"Boston, MA--NH",11451822,10,2017,2.7152
322,"Chicago, IL--IN",25815572,10,2017,2.6988
323,"Cleveland, OH",2892423,10,2017,2.4506
324,"Denver--Aurora, CO",5837892,10,2017,2.5468
325,"Houston, TX",6651192,10,2017,2.3656
326,"Miami--Fort Lauderdale, FL",8471187,10,2017,2.8942
327,"New York--Jersey City--Newark, NY--NJ",101056008,10,2017,2.6876
328,"San Francisco--Oakland, CA",20606645,10,2017,3.2136
329,"Seattle--Tacoma, WA",14810527,10,2017,3.0046
330,"Boston, MA--NH",11806720,10,2018,2.899
331,"Chicago, IL--IN",26030941,10,2018,3.0138
332,"Cleveland, OH",2699786,10,2018,2.781
333,"Denver--Aurora, CO",6425000,10,2018,3.004
334,"Houston, TX",6651410,10,2018,2.6292
335,"Miami--Fort Lauderdale, FL",8347009,10,2018,2.8812
336,"New York--Jersey City--Newark, NY--NJ",106189423,10,2018,2.9516
337,"San Francisco--Oakland, CA",21096528,10,2018,3.8262
338,"Seattle--Tacoma, WA",15348822,10,2018,3.5186
339,"Boston, MA--NH",11781426,10,2019,2.6565
340,"Chicago, IL--IN",24908389,10,2019,2.8755
341,"Cleveland, OH",2452095,10,2019,2.592
342,"Denver--Aurora, CO",6365953,10,2019,2.79925
343,"Houston, TX",6720581,10,2019,2.31725
344,"Miami--Fort Lauderdale, FL",8214784,10,2019,2.52225
345,"New York--Jersey City--Newark, NY--NJ",99490756,10,2019,2.6245
346,"San Francisco--Oakland, CA",20589241,10,2019,4.17325
347,"Seattle--Tacoma, WA",15463332,10,2019,3.4515
348,"Boston, MA--NH",5007686,10,2020,2.17525
349,"Chicago, IL--IN",10253679,10,2020,2.38525
350,"Cleveland, OH",1090067,10,2020,2.16475
351,"Denver--Aurora, CO",2480277,10,2020,2.30275
352,"Houston, TX",3227083,10,2020,1.853
353,"Miami--Fort Lauderdale, FL",4650241,10,2020,2.2135
354,"New York--Jersey City--Newark, NY--NJ",48590508,10,2020,2.22175
355,"San Francisco--Oakland, CA",7465682,10,2020,3.3035
356,"Seattle--Tacoma, WA",5104508,10,2020,2.88825
357,"Boston, MA--NH",7418682,10,2021,3.30775
358,"Chicago, IL--IN",13454722,10,2021,3.62
359,"Cleveland, OH",1350303,10,2021,3.272
360,"Denver--Aurora, CO",3188576,10,2021,3.6305
361,"Houston, TX",3678508,10,2021,2.94
362,"Miami--Fort Lauderdale, FL",5528892,10,2021,3.2705
363,"New York--Jersey City--Newark, NY--NJ",63943870,10,2021,3.40875
364,"San Francisco--Oakland, CA",10603741,10,2021,4.5805
365,"Seattle--Tacoma, WA",6918715,10,2021,4.0025
366,"Boston, MA--NH",8380741,10,2022,3.7208
367,"Chicago, IL--IN",14922947,10,2022,4.5094
368,"Cleveland, OH",1571285,10,2022,3.802
369,"Denver--Aurora, CO",3703974,10,2022,3.6476
370,"Houston, TX",4665527,10,2022,3.1988
371,"Miami--Fort Lauderdale, FL",7387191,10,2022,3.4176
372,"New York--Jersey City--Newark, NY--NJ",68322550,10,2022,3.6684
373,"San Francisco--Oakland, CA",14053175,10,2022,6.0164
374,"Seattle--Tacoma, WA",8175668,10,2022,5.3238
375,"Chicago, IL--IN",27794523,11,2002,1.53
376,"Denver--Aurora, CO",6007697,11,2002,1.49775
377,"Houston, TX",7640066,11,2002,1.40575
378,"New York--Jersey City--Newark, NY--NJ",112531582,11,2002,1.5625
379,"San Francisco--Oakland, CA",22440232,11,2002,1.7155
380,"Boston, MA--NH",10922840,11,2003,1.612
381,"Chicago, IL--IN",25387024,11,2003,1.64275
382,"Cleveland, OH",3780889,11,2003,1.53975
383,"Denver--Aurora, CO",5465319,11,2003,1.52525
384,"Houston, TX",6581703,11,2003,1.405
385,"Miami--Fort Lauderdale, FL",9236865,11,2003,1.6035
386,"New York--Jersey City--Newark, NY--NJ",98717629,11,2003,1.69925
387,"San Francisco--Oakland, CA",22453337,11,2003,1.77625
388,"Seattle--Tacoma, WA",9367428,11,2003,1.5895
389,"Boston, MA--NH",11674384,11,2004,2.0336
390,"Chicago, IL--IN",27882344,11,2004,2.0466
391,"Cleveland, OH",4166840,11,2004,1.9338
392,"Denver--Aurora, CO",6239638,11,2004,1.952
393,"Houston, TX",6558240,11,2004,1.8902
394,"Miami--Fort Lauderdale, FL",10878016,11,2004,2.1192
395,"New York--Jersey City--Newark, NY--NJ",107581479,11,2004,2.073
396,"San Francisco--Oakland, CA",19204989,11,2004,2.4014
397,"Seattle--Tacoma, WA",9788598,11,2004,2.074
398,"Boston, MA--NH",9199896,11,2005,2.225
399,"Chicago, IL--IN",28413629,11,2005,2.3365
400,"Cleveland, OH",5148938,11,2005,2.14925
401,"Denver--Aurora, CO",6536158,11,2005,2.337
402,"Houston, TX",7486481,11,2005,2.25475
403,"Miami--Fort Lauderdale, FL",11153094,11,2005,2.61825
404,"New York--Jersey City--Newark, NY--NJ",111627443,11,2005,2.367
405,"San Francisco--Oakland, CA",19539610,11,2005,2.54375
406,"Seattle--Tacoma, WA",11285249,11,2005,2.4945
407,"Boston, MA--NH",9512408,11,2006,2.21775
408,"Chicago, IL--IN",28575889,11,2006,2.32925
409,"Cleveland, OH",5992598,11,2006,2.27275
410,"Denver--Aurora, CO",6406137,11,2006,2.1635
411,"Houston, TX",7692454,11,2006,2.08025
412,"Miami--Fort Lauderdale, FL",11464041,11,2006,2.36625
413,"New York--Jersey City--Newark, NY--NJ",98975502,11,2006,2.271
414,"San Francisco--Oakland, CA",19633907,11,2006,2.511
415,"Seattle--Tacoma, WA",11604852,11,2006,2.5005
416,"Boston, MA--NH",9076056,11,2007,3.02225
417,"Chicago, IL--IN",29346809,11,2007,3.18275
418,"Cleveland, OH",4226082,11,2007,3.14225
419,"Denver--Aurora, CO",6462843,11,2007,3.04325
420,"Houston, TX",7794599,11,2007,2.909
421,"Miami--Fort Lauderdale, FL",11514658,11,2007,3.23575
422,"New York--Jersey City--Newark, NY--NJ",111898067,11,2007,3.10525
423,"San Francisco--Oakland, CA",19297122,11,2007,3.50025
424,"Seattle--Tacoma, WA",12782759,11,2007,3.24225
425,"Boston, MA--NH",9271644,11,2008,2.19975
426,"Chicago, IL--IN",29444453,11,2008,2.331
427,"Cleveland, OH",3266864,11,2008,1.95325
428,"Denver--Aurora, CO",6547900,11,2008,2.11475
429,"Houston, TX",6429172,11,2008,1.97325
430,"Miami--Fort Lauderdale, FL",10760411,11,2008,2.4435
431,"New York--Jersey City--Newark, NY--NJ",102441852,11,2008,2.39725
432,"San Francisco--Oakland, CA",20312935,11,2008,2.53975
433,"Seattle--Tacoma, WA",13044907,11,2008,2.34875
434,"Boston, MA--NH",9878104,11,2009,2.6742
435,"Chicago, IL--IN",29168556,11,2009,2.7964
436,"Cleveland, OH",3175276,11,2009,2.638
437,"Denver--Aurora, CO",6403064,11,2009,2.5766
438,"Houston, TX",5735456,11,2009,2.5284
439,"Miami--Fort Lauderdale, FL",9913738,11,2009,2.8384
440,"New York--Jersey City--Newark, NY--NJ",101696228,11,2009,2.755
441,"San Francisco--Oakland, CA",20764797,11,2009,3.0344
442,"Seattle--Tacoma, WA",12306513,11,2009,2.8572
443,"Boston, MA--NH",10141325,11,2010,2.9532
444,"Chicago, IL--IN",28265141,11,2010,3.0492
445,"Cleveland, OH",3108620,11,2010,2.923
446,"Denver--Aurora, CO",6354405,11,2010,2.7244
447,"Houston, TX",5674687,11,2010,2.704
448,"Miami--Fort Lauderdale, FL",10512470,11,2010,2.9902
449,"New York--Jersey City--Newark, NY--NJ",102995805,11,2010,3.0192
450,"San Francisco--Oakland, CA",18624413,11,2010,3.2342
451,"Seattle--Tacoma, WA",12149338,11,2010,3.128
452,"Boston, MA--NH",10874572,11,2011,3.45625
453,"Chicago, IL--IN",29077603,11,2011,3.55975
454,"Cleveland, OH",3317334,11,2011,3.3185
455,"Denver--Aurora, CO",6377388,11,2011,3.42375
456,"Houston, TX",5999433,11,2011,3.21475
457,"Miami--Fort Lauderdale, FL",11359885,11,2011,3.5785
458,"New York--Jersey City--Newark, NY--NJ",101878333,11,2011,3.54825
459,"San Francisco--Oakland, CA",19799009,11,2011,3.83375
460,"Seattle--Tacoma, WA",12774933,11,2011,3.79
461,"Boston, MA--NH",10821615,11,2012,3.687
462,"Chicago, IL--IN",29401311,11,2012,3.614
463,"Cleveland, OH",3442783,11,2012,3.50175
464,"Denver--Aurora, CO",6432383,11,2012,3.45725
465,"Houston, TX",6106414,11,2012,3.2445
466,"Miami--Fort Lauderdale, FL",11592956,11,2012,3.65325
467,"New York--Jersey City--Newark, NY--NJ",100078643,11,2012,3.811
468,"San Francisco--Oakland, CA",19302532,11,2012,3.92475
469,"Seattle--Tacoma, WA",13058280,11,2012,3.62175
470,"Boston, MA--NH",10567222,11,2013,3.404
471,"Chicago, IL--IN",26406358,11,2013,3.4095
472,"Cleveland, OH",3351673,11,2013,3.251
473,"Denver--Aurora, CO",6045509,11,2013,3.21575
