,City,UnlinkedPassengerTrips,Month,Year,Gas_Price
1593,"San Francisco--Oakland, CA",19309207,6,2011,3.9845
1594,"Seattle--Tacoma, WA",13339636,6,2011,3.9325
1595,"Boston, MA--NH",10628804,6,2012,3.5805
1596,"Chicago, IL--IN",29234591,6,2012,3.8725
1597,"Cleveland, OH",3141112,6,2012,3.62675
1598,"Denver--Aurora, CO",6214044,6,2012,3.73
1599,"Houston, TX",5579507,6,2012,3.38775
1600,"Miami--Fort Lauderdale, FL",10587862,6,2012,3.6175
1601,"New York--Jersey City--Newark, NY--NJ",100872616,6,2012,3.65275
1602,"San Francisco--Oakland, CA",19137368,6,2012,4.1465
1603,"Seattle--Tacoma, WA",13325513,6,2012,4.13525
1604,"Boston, MA--NH",10320230,6,2013,3.591
1605,"Chicago, IL--IN",28339076,6,2013,4.278
1606,"Cleveland, OH",3095112,6,2013,3.8055
1607,"Denver--Aurora, CO",6240464,6,2013,3.7655
1608,"Houston, TX",5784679,6,2013,3.42075
1609,"Miami--Fort Lauderdale, FL",10361301,6,2013,3.751
1610,"New York--Jersey City--Newark, NY--NJ",98951239,6,2013,3.6945
1611,"San Francisco--Oakland, CA",18875370,6,2013,4.0675
1612,"Seattle--Tacoma, WA",13139164,6,2013,3.9105
1613,"Boston, MA--NH",10804635,6,2014,3.7374
1614,"Chicago, IL--IN",25784369,6,2014,4.0904
1615,"Cleveland, OH",3255386,6,2014,3.8438
1616,"Denver--Aurora, CO",6221219,6,2014,3.5634
1617,"Houston, TX",6031008,6,2014,3.5236
1618,"Miami--Fort Lauderdale, FL",10223164,6,2014,3.8322
1619,"New York--Jersey City--Newark, NY--NJ",102406507,6,2014,3.8444
1620,"San Francisco--Oakland, CA",19966743,6,2014,4.2018
1621,"Seattle--Tacoma, WA",13713732,6,2014,4.017
1622,"Boston, MA--NH",12180676,6,2015,2.7966
1623,"Chicago, IL--IN",26516379,6,2015,3.2082
1624,"Cleveland, OH",3052984,6,2015,2.8618
1625,"Denver--Aurora, CO",6339182,6,2015,2.6928
1626,"Houston, TX",5785152,6,2015,2.5836
1627,"Miami--Fort Lauderdale, FL",9924207,6,2015,2.9858
1628,"New York--Jersey City--Newark, NY--NJ",100721006,6,2015,2.8636
1629,"San Francisco--Oakland, CA",19113358,6,2015,3.587
1630,"Seattle--Tacoma, WA",14194791,6,2015,3.167
1631,"Boston, MA--NH",11386024,6,2016,2.41125
1632,"Chicago, IL--IN",24787275,6,2016,2.764
1633,"Cleveland, OH",2774738,6,2016,2.57625
1634,"Denver--Aurora, CO",6122685,6,2016,2.33375
1635,"Houston, TX",5895708,6,2016,2.2065
1636,"Miami--Fort Lauderdale, FL",8910107,6,2016,2.63075
1637,"New York--Jersey City--Newark, NY--NJ",100686997,6,2016,2.41375
1638,"San Francisco--Oakland, CA",19613023,6,2016,2.97925
1639,"Seattle--Tacoma, WA",14107636,6,2016,2.6775
1640,"Boston, MA--NH",10937295,6,2017,2.421
1641,"Chicago, IL--IN",24173319,6,2017,2.52775
1642,"Cleveland, OH",2642708,6,2017,2.30175
1643,"Denver--Aurora, CO",5541317,6,2017,2.41175
1644,"Houston, TX",5873669,6,2017,2.1965
1645,"Miami--Fort Lauderdale, FL",8003740,6,2017,2.63975
1646,"New York--Jersey City--Newark, NY--NJ",94780582,6,2017,2.53825
1647,"San Francisco--Oakland, CA",19288725,6,2017,3.19325
1648,"Seattle--Tacoma, WA",14350943,6,2017,2.9055
1649,"Boston, MA--NH",10588942,6,2018,2.96925
1650,"Chicago, IL--IN",22867863,6,2018,3.1875
1651,"Cleveland, OH",2252096,6,2018,2.80625
1652,"Denver--Aurora, CO",5758455,6,2018,2.922
1653,"Houston, TX",5837121,6,2018,2.789
1654,"Miami--Fort Lauderdale, FL",7283287,6,2018,2.89725
1655,"New York--Jersey City--Newark, NY--NJ",94600762,6,2018,3.02
1656,"San Francisco--Oakland, CA",19107168,6,2018,3.76475
1657,"Seattle--Tacoma, WA",14002808,6,2018,3.47275
1658,"Boston, MA--NH",10058773,6,2019,2.81225
1659,"Chicago, IL--IN",22535082,6,2019,3.09425
1660,"Cleveland, OH",2043644,6,2019,2.6315
1661,"Denver--Aurora, CO",5696699,6,2019,2.85325
1662,"Houston, TX",5673411,6,2019,2.5085
1663,"Miami--Fort Lauderdale, FL",6902848,6,2019,2.618
1664,"New York--Jersey City--Newark, NY--NJ",92958702,6,2019,2.84675
1665,"San Francisco--Oakland, CA",18664960,6,2019,3.8925
1666,"Seattle--Tacoma, WA",13681622,6,2019,3.5485
1667,"Boston, MA--NH",3927751,6,2020,2.1356
1668,"Chicago, IL--IN",8359922,6,2020,2.4642
1669,"Cleveland, OH",969444,6,2020,2.2168
1670,"Denver--Aurora, CO",2546073,6,2020,2.4422
1671,"Houston, TX",3256550,6,2020,1.813
1672,"Miami--Fort Lauderdale, FL",3957635,6,2020,2.0544
1673,"New York--Jersey City--Newark, NY--NJ",42622673,6,2020,2.1852
1674,"San Francisco--Oakland, CA",5957797,6,2020,3.0748
1675,"Seattle--Tacoma, WA",4700715,6,2020,2.764
1676,"Boston, MA--NH",5913485,6,2021,3.018
1677,"Chicago, IL--IN",11182305,6,2021,3.4795
1678,"Cleveland, OH",1081575,6,2021,3.005
1679,"Denver--Aurora, CO",2724034,6,2021,3.377
1680,"Houston, TX",3137083,6,2021,2.7595
1681,"Miami--Fort Lauderdale, FL",4910815,6,2021,2.99975
1682,"New York--Jersey City--Newark, NY--NJ",54328550,6,2021,3.1335
1683,"San Francisco--Oakland, CA",8598600,6,2021,4.33325
1684,"Seattle--Tacoma, WA",5679905,6,2021,3.75775
1685,"Boston, MA--NH",7708114,6,2022,5.10425
1686,"Chicago, IL--IN",13497345,6,2022,5.82175
1687,"Cleveland, OH",1356394,6,2022,5.0105
1688,"Denver--Aurora, CO",3409903,6,2022,4.927
1689,"Houston, TX",4034751,6,2022,4.65225
1690,"Miami--Fort Lauderdale, FL",5558363,6,2022,4.89425
1691,"New York--Jersey City--Newark, NY--NJ",65976610,6,2022,5.02675
1692,"San Francisco--Oakland, CA",11374318,6,2022,6.416
1693,"Seattle--Tacoma, WA",7296889,6,2022,5.58125
1694,"Boston, MA--NH",8498377,6,2023,3.66225
1695,"Chicago, IL--IN",14786602,6,2023,4.33375
1696,"Cleveland, OH",1543991,6,2023,3.553
1697,"Denver--Aurora, CO",3337300,6,2023,3.63875
1698,"Houston, TX",4681271,6,2023,3.16075
1699,"Miami--Fort Lauderdale, FL",7342450,6,2023,3.52475
1700,"New York--Jersey City--Newark, NY--NJ",77098557,6,2023,3.65475
1701,"San Francisco--Oakland, CA",13740888,6,2023,4.791
1702,"Seattle--Tacoma, WA",8633491,6,2023,4.89225
1703,"Chicago, IL--IN",28465701,7,2002,1.526
1704,"Denver--Aurora, CO",5688656,7,2002,1.4618
1705,"Houston, TX",7732714,7,2002,1.3504
1706,"New York--Jersey City--Newark, NY--NJ",105896962,7,2002,1.4856
1707,"San Francisco--Oakland, CA",22910093,7,2002,1.7222
1708,"Boston, MA--NH",10109561,7,2003,1.559
1709,"Chicago, IL--IN",27331484,7,2003,1.6055
1710,"Cleveland, OH",3764846,7,2003,1.51625
1711,"Denver--Aurora, CO",5584977,7,2003,1.5175
1712,"Houston, TX",7353211,7,2003,1.443
1713,"Miami--Fort Lauderdale, FL",9272717,7,2003,1.601
1714,"New York--Jersey City--Newark, NY--NJ",103991380,7,2003,1.57125
1715,"San Francisco--Oakland, CA",23177800,7,2003,1.9
1716,"Seattle--Tacoma, WA",10409751,7,2003,1.62175
1717,"Boston, MA--NH",10989829,7,2004,1.9905
1718,"Chicago, IL--IN",27139391,7,2004,1.982
1719,"Cleveland, OH",3796364,7,2004,1.895
1720,"Denver--Aurora, CO",5891273,7,2004,1.92825
1721,"Houston, TX",7137656,7,2004,1.79875
1722,"Miami--Fort Lauderdale, FL",10634579,7,2004,2.0355
1723,"New York--Jersey City--Newark, NY--NJ",99062506,7,2004,2.0865
1724,"San Francisco--Oakland, CA",21406864,7,2004,2.25475
1725,"Seattle--Tacoma, WA",10549768,7,2004,2.0315
1726,"Boston, MA--NH",8861688,7,2005,2.39475
1727,"Chicago, IL--IN",27529529,7,2005,2.4125
1728,"Cleveland, OH",3990537,7,2005,2.27075
1729,"Denver--Aurora, CO",5780070,7,2005,2.27175
1730,"Houston, TX",6499970,7,2005,2.21375
1731,"Miami--Fort Lauderdale, FL",10193279,7,2005,2.39775
1732,"New York--Jersey City--Newark, NY--NJ",120370678,7,2005,2.42225
1733,"San Francisco--Oakland, CA",21697756,7,2005,2.61375
1734,"Seattle--Tacoma, WA",10487013,7,2005,2.45325
1735,"Boston, MA--NH",8828546,7,2006,3.0614
1736,"Chicago, IL--IN",26781859,7,2006,3.2294
1737,"Cleveland, OH",7043727,7,2006,2.9884
1738,"Denver--Aurora, CO",5880831,7,2006,2.9666
1739,"Houston, TX",6959655,7,2006,2.9408
1740,"Miami--Fort Lauderdale, FL",10683362,7,2006,3.0488
1741,"New York--Jersey City--Newark, NY--NJ",102455313,7,2006,3.1754
1742,"San Francisco--Oakland, CA",21362880,7,2006,3.2274
1743,"Seattle--Tacoma, WA",11739170,7,2006,3.052
1744,"Boston, MA--NH",9907369,7,2007,2.9448
1745,"Chicago, IL--IN",28662266,7,2007,3.26
1746,"Cleveland, OH",3575564,7,2007,2.909
1747,"Denver--Aurora, CO",6218860,7,2007,3.0988
1748,"Houston, TX",6794257,7,2007,2.8354
1749,"Miami--Fort Lauderdale, FL",11029870,7,2007,3.0914
1750,"New York--Jersey City--Newark, NY--NJ",101602929,7,2007,3.0592
1751,"San Francisco--Oakland, CA",21104792,7,2007,3.292
1752,"Seattle--Tacoma, WA",12768189,7,2007,2.9854
1753,"Boston, MA--NH",10874225,7,2008,4.07675
1754,"Chicago, IL--IN",32408662,7,2008,4.27075
1755,"Cleveland, OH",4063668,7,2008,3.9835
1756,"Denver--Aurora, CO",6979437,7,2008,4.03325
1757,"Houston, TX",7496930,7,2008,3.95125
1758,"Miami--Fort Lauderdale, FL",12055004,7,2008,4.20825
1759,"New York--Jersey City--Newark, NY--NJ",108559686,7,2008,4.20325
1760,"San Francisco--Oakland, CA",23157632,7,2008,4.52525
1761,"Seattle--Tacoma, WA",14779142,7,2008,4.3305
1762,"Boston, MA--NH",10171700,7,2009,2.573
1763,"Chicago, IL--IN",29979647,7,2009,2.69875
1764,"Cleveland, OH",3441961,7,2009,2.50875
1765,"Denver--Aurora, CO",6427949,7,2009,2.497
1766,"Houston, TX",6131218,7,2009,2.3845
1767,"Miami--Fort Lauderdale, FL",10205043,7,2009,2.7125
1768,"New York--Jersey City--Newark, NY--NJ",104331082,7,2009,2.67575
1769,"San Francisco--Oakland, CA",23808716,7,2009,2.953
1770,"Seattle--Tacoma, WA",13415062,7,2009,2.77275
1771,"Boston, MA--NH",10084176,7,2010,2.73525
1772,"Chicago, IL--IN",28141158,7,2010,2.923
1773,"Cleveland, OH",2897256,7,2010,2.7635
1774,"Denver--Aurora, CO",6035521,7,2010,2.67925
1775,"Houston, TX",5644473,7,2010,2.57525
1776,"Miami--Fort Lauderdale, FL",10104329,7,2010,2.83675
1777,"New York--Jersey City--Newark, NY--NJ",101068104,7,2010,2.838
1778,"San Francisco--Oakland, CA",19474345,7,2010,3.21175
1779,"Seattle--Tacoma, WA",12662764,7,2010,3.03475
1780,"Boston, MA--NH",10258648,7,2011,3.78475
1781,"Chicago, IL--IN",28147982,7,2011,3.995
1782,"Cleveland, OH",2938029,7,2011,3.65775
1783,"Denver--Aurora, CO",6079010,7,2011,3.52825
1784,"Houston, TX",5567213,7,2011,3.57175
1785,"Miami--Fort Lauderdale, FL",10211979,7,2011,3.8505
1786,"New York--Jersey City--Newark, NY--NJ",96456304,7,2011,3.86125
1787,"San Francisco--Oakland, CA",19973260,7,2011,3.869
1788,"Seattle--Tacoma, WA",12644761,7,2011,3.84975
1789,"Boston, MA--NH",9794096,7,2012,3.5588
1790,"Chicago, IL--IN",28324342,7,2012,3.7492
1791,"Cleveland, OH",3011869,7,2012,3.4672
1792,"Denver--Aurora, CO",6152958,7,2012,3.5918
1793,"Houston, TX",5454680,7,2012,3.3148
1794,"Miami--Fort Lauderdale, FL",10653559,7,2012,3.5896
1795,"New York--Jersey City--Newark, NY--NJ",97497940,7,2012,3.648
1796,"San Francisco--Oakland, CA",19941038,7,2012,3.8198
1797,"Seattle--Tacoma, WA",13174618,7,2012,3.6764
1798,"Boston, MA--NH",10455763,7,2013,3.6906
1799,"Chicago, IL--IN",28457332,7,2013,4.0018
1800,"Cleveland, OH",3160453,7,2013,3.5306
1801,"Denver--Aurora, CO",6443139,7,2013,3.599
1802,"Houston, TX",6008033,7,2013,3.4862
1803,"Miami--Fort Lauderdale, FL",10758537,7,2013,3.7854
1804,"New York--Jersey City--Newark, NY--NJ",99539199,7,2013,3.782
1805,"San Francisco--Oakland, CA",20021929,7,2013,4.0458
1806,"Seattle--Tacoma, WA",13756514,7,2013,3.9328
1807,"Boston, MA--NH",12066470,7,2014,3.7355
1808,"Chicago, IL--IN",26089891,7,2014,3.80425
1809,"Cleveland, OH",3276826,7,2014,3.519
1810,"Denver--Aurora, CO",6390520,7,2014,3.65
1811,"Houston, TX",6175897,7,2014,3.485
1812,"Miami--Fort Lauderdale, FL",10606278,7,2014,3.76225
1813,"New York--Jersey City--Newark, NY--NJ",100677177,7,2014,3.81475
1814,"San Francisco--Oakland, CA",19795419,7,2014,4.136
1815,"Seattle--Tacoma, WA",14179494,7,2014,4.02525
1816,"Boston, MA--NH",11302971,7,2015,2.79575
1817,"Chicago, IL--IN",26197967,7,2015,3.07175
1818,"Cleveland, OH",3075780,7,2015,2.679
1819,"Denver--Aurora, CO",6338151,7,2015,2.80275
1820,"Houston, TX",5920934,7,2015,2.5885
1821,"Miami--Fort Lauderdale, FL",10064348,7,2015,2.978
1822,"New York--Jersey City--Newark, NY--NJ",97601557,7,2015,2.876
1823,"San Francisco--Oakland, CA",20358778,7,2015,3.587
1824,"Seattle--Tacoma, WA",14220149,7,2015,3.2275
1825,"Boston, MA--NH",10109327,7,2016,2.33675
1826,"Chicago, IL--IN",23275203,7,2016,2.455
1827,"Cleveland, OH",2754054,7,2016,2.23225
1828,"Denver--Aurora, CO",5564071,7,2016,2.27325
1829,"Houston, TX",5623646,7,2016,2.13075
1830,"Miami--Fort Lauderdale, FL",8564158,7,2016,2.57425
1831,"New York--Jersey City--Newark, NY--NJ",93447805,7,2016,2.361
1832,"San Francisco--Oakland, CA",19179864,7,2016,2.9725
1833,"Seattle--Tacoma, WA",13447012,7,2016,2.697
1834,"Boston, MA--NH",9956739,7,2017,2.3794
1835,"Chicago, IL--IN",22721166,7,2017,2.5282
1836,"Cleveland, OH",2374614,7,2017,2.2958
1837,"Denver--Aurora, CO",5311932,7,2017,2.338
1838,"Houston, TX",5606281,7,2017,2.1122
1839,"Miami--Fort Lauderdale, FL",7890006,7,2017,2.5494
1840,"New York--Jersey City--Newark, NY--NJ",88945269,7,2017,2.501
1841,"San Francisco--Oakland, CA",19028286,7,2017,3.0898
1842,"Seattle--Tacoma, WA",13660956,7,2017,2.8596
1843,"Boston, MA--NH",10245958,7,2018,2.9564
1844,"Chicago, IL--IN",22674621,7,2018,3.0942
1845,"Cleveland, OH",2143758,7,2018,2.8156
1846,"Denver--Aurora, CO",5721294,7,2018,2.854
1847,"Houston, TX",5809973,7,2018,2.7222
1848,"Miami--Fort Lauderdale, FL",7351918,7,2018,2.8656
1849,"New York--Jersey City--Newark, NY--NJ",90371400,7,2018,2.9752
1850,"San Francisco--Oakland, CA",19202926,7,2018,3.7166
1851,"Seattle--Tacoma, WA",14000051,7,2018,3.4332
1852,"Boston, MA--NH",10485972,7,2019,2.8024
1853,"Chicago, IL--IN",22759435,7,2019,3.2284
1854,"Cleveland, OH",2120000,7,2019,2.778
1855,"Denver--Aurora, CO",5980986,7,2019,2.6908
1856,"Houston, TX",6005718,7,2019,2.5274
1857,"Miami--Fort Lauderdale, FL",7357634,7,2019,2.6744
1858,"New York--Jersey City--Newark, NY--NJ",91840896,7,2019,2.8602
1859,"San Francisco--Oakland, CA",18905421,7,2019,3.7626
1860,"Seattle--Tacoma, WA",14152002,7,2019,3.4446
1861,"Boston, MA--NH",4630118,7,2020,2.18625
1862,"Chicago, IL--IN",9897838,7,2020,2.49675
1863,"Cleveland, OH",1068086,7,2020,2.2285
1864,"Denver--Aurora, CO",2444360,7,2020,2.59625
1865,"Houston, TX",3115342,7,2020,1.94025
1866,"Miami--Fort Lauderdale, FL",4180802,7,2020,2.17175
1867,"New York--Jersey City--Newark, NY--NJ",55331474,7,2020,2.233
1868,"San Francisco--Oakland, CA",6720326,7,2020,3.2195
1869,"Seattle--Tacoma, WA",5168607,7,2020,2.88075
1870,"Boston, MA--NH",6132221,7,2021,3.09125
1871,"Chicago, IL--IN",11993256,7,2021,3.504
1872,"Cleveland, OH",1107657,7,2021,3.08125
1873,"Denver--Aurora, CO",2875510,7,2021,3.62825
1874,"Houston, TX",3196872,7,2021,2.84325
1875,"Miami--Fort Lauderdale, FL",5049967,7,2021,3.0635
1876,"New York--Jersey City--Newark, NY--NJ",54897193,7,2021,3.2045
1877,"San Francisco--Oakland, CA",8901447,7,2021,4.3755
1878,"Seattle--Tacoma, WA",6166159,7,2021,3.912
1879,"Boston, MA--NH",7288811,7,2022,4.79375
1880,"Chicago, IL--IN",13003449,7,2022,5.4325
1881,"Cleveland, OH",1300589,7,2022,4.471
1882,"Denver--Aurora, CO",3244076,7,2022,4.841
1883,"Houston, TX",3965274,7,2022,4.18975
1884,"Miami--Fort Lauderdale, FL",5701402,7,2022,4.4675
1885,"New York--Jersey City--Newark, NY--NJ",62646940,7,2022,4.68425
1886,"San Francisco--Oakland, CA",11492924,7,2022,6.0005
1887,"Seattle--Tacoma, WA",7245455,7,2022,5.33725
1888,"Boston, MA--NH",7830701,7,2023,3.7054
1889,"Chicago, IL--IN",14546274,7,2023,4.177
1890,"Cleveland, OH",1475875,7,2023,3.4108
1891,"Denver--Aurora, CO",3980981,7,2023,3.9628
1892,"Houston, TX",4643139,7,2023,3.277
1893,"Miami--Fort Lauderdale, FL",7173670,7,2023,3.5706
1894,"New York--Jersey City--Newark, NY--NJ",74428094,7,2023,3.7086
1895,"San Francisco--Oakland, CA",13865161,7,2023,4.8196
1896,"Seattle--Tacoma, WA",8572701,7,2023,5.077
1897,"Chicago, IL--IN",28594056,8,2002,1.5235
1898,"Denver--Aurora, CO",5271038,8,2002,1.4935
1899,"Houston, TX",8080792,8,2002,1.35375
1900,"New York--Jersey City--Newark, NY--NJ",100204966,8,2002,1.52275
1901,"San Francisco--Oakland, CA",23425153,8,2002,1.7125
1902,"Boston, MA--NH",9906653,8,2003,1.653
1903,"Chicago, IL--IN",26632706,8,2003,1.72525
1904,"Cleveland, OH",3757924,8,2003,1.658
1905,"Denver--Aurora, CO",5739494,8,2003,1.6355
1906,"Houston, TX",7795282,8,2003,1.527
1907,"Miami--Fort Lauderdale, FL",9128395,8,2003,1.67825
1908,"New York--Jersey City--Newark, NY--NJ",102349707,8,2003,1.66725
1909,"San Francisco--Oakland, CA",23403598,8,2003,1.98975
1910,"Seattle--Tacoma, WA",10162599,8,2003,1.77975
1911,"Boston, MA--NH",11517552,8,2004,1.9496
1912,"Chicago, IL--IN",27091171,8,2004,1.97
1913,"Cleveland, OH",3956578,8,2004,1.885
1914,"Denver--Aurora, CO",5969954,8,2004,1.8906
1915,"Houston, TX",7624093,8,2004,1.7934
1916,"Miami--Fort Lauderdale, FL",10695033,8,2004,1.9324
1917,"New York--Jersey City--Newark, NY--NJ",100445583,8,2004,2.0294
1918,"San Francisco--Oakland, CA",23126622,8,2004,2.1568
1919,"Seattle--Tacoma, WA",10703032,8,2004,1.983
1920,"Boston, MA--NH",9192524,8,2005,2.5572
1921,"Chicago, IL--IN",29272693,8,2005,2.652
1922,"Cleveland, OH",4533831,8,2005,2.4958
1923,"Denver--Aurora, CO",6647018,8,2005,2.4738
1924,"Houston, TX",7894009,8,2005,2.4392
1925,"Miami--Fort Lauderdale, FL",10721059,8,2005,2.6126
1926,"New York--Jersey City--Newark, NY--NJ",110090949,8,2005,2.578
1927,"San Francisco--Oakland, CA",23924463,8,2005,2.7626
1928,"Seattle--Tacoma, WA",11416650,8,2005,2.6452
1929,"Boston, MA--NH",9456099,8,2006,3.03825
1930,"Chicago, IL--IN",28267662,8,2006,3.2085
1931,"Cleveland, OH",4310000,8,2006,2.867
1932,"Denver--Aurora, CO",6831900,8,2006,3.03625
1933,"Houston, TX",8168234,8,2006,2.87225
1934,"Miami--Fort Lauderdale, FL",11535362,8,2006,3.09725
1935,"New York--Jersey City--Newark, NY--NJ",102012524,8,2006,3.11225
1936,"San Francisco--Oakland, CA",23607348,8,2006,3.168
1937,"Seattle--Tacoma, WA",12421931,8,2006,3.0345
1938,"Boston, MA--NH",10572613,8,2007,2.78375
1939,"Chicago, IL--IN",29504095,8,2007,3.08225
1940,"Cleveland, OH",4433072,8,2007,2.758
1941,"Denver--Aurora, CO",6864738,8,2007,2.8965
1942,"Houston, TX",7757546,8,2007,2.67
1943,"Miami--Fort Lauderdale, FL",12013865,8,2007,2.93475
1944,"New York--Jersey City--Newark, NY--NJ",104324683,8,2007,2.87925
1945,"San Francisco--Oakland, CA",23577716,8,2007,3.071
1946,"Seattle--Tacoma, WA",13242127,8,2007,2.8265
1947,"Boston, MA--NH",9669772,8,2008,3.775
1948,"Chicago, IL--IN",31580774,8,2008,4.06075
1949,"Cleveland, OH",3751932,8,2008,3.718
1950,"Denver--Aurora, CO",7229651,8,2008,3.87425
1951,"Houston, TX",7112441,8,2008,3.642
1952,"Miami--Fort Lauderdale, FL",11452699,8,2008,3.9595
1953,"New York--Jersey City--Newark, NY--NJ",102571698,8,2008,3.9155
1954,"San Francisco--Oakland, CA",22626789,8,2008,4.2005
1955,"Seattle--Tacoma, WA",13949835,8,2008,4.0275
1956,"Boston, MA--NH",9581655,8,2009,2.6446
1957,"Chicago, IL--IN",29024208,8,2009,2.738
1958,"Cleveland, OH",2807983,8,2009,2.5966
1959,"Denver--Aurora, CO",6604849,8,2009,2.5412
1960,"Houston, TX",6300362,8,2009,2.5086
1961,"Miami--Fort Lauderdale, FL",10346177,8,2009,2.758
1962,"New York--Jersey City--Newark, NY--NJ",99427217,8,2009,2.7374
1963,"San Francisco--Oakland, CA",23716276,8,2009,3.0898
1964,"Seattle--Tacoma, WA",12852059,8,2009,2.862
1965,"Boston, MA--NH",9949809,8,2010,2.7206
1966,"Chicago, IL--IN",28897625,8,2010,2.9058
1967,"Cleveland, OH",3009786,8,2010,2.6998
1968,"Denver--Aurora, CO",6646856,8,2010,2.7146
1969,"Houston, TX",6150124,8,2010,2.5832
1970,"Miami--Fort Lauderdale, FL",10353248,8,2010,2.8402
1971,"New York--Jersey City--Newark, NY--NJ",99484982,8,2010,2.7994
1972,"San Francisco--Oakland, CA",19988815,8,2010,3.221
1973,"Seattle--Tacoma, WA",12666626,8,2010,3.1148
1974,"Boston, MA--NH",10581361,8,2011,3.7736
1975,"Chicago, IL--IN",30330168,8,2011,3.9374
1976,"Cleveland, OH",3230046,8,2011,3.649
1977,"Denver--Aurora, CO",6911794,8,2011,3.4928
1978,"Houston, TX",6330407,8,2011,3.5552
1979,"Miami--Fort Lauderdale, FL",11024050,8,2011,3.8564
1980,"New York--Jersey City--Newark, NY--NJ",93140070,8,2011,3.8534
1981,"San Francisco--Oakland, CA",21210155,8,2011,3.859
1982,"Seattle--Tacoma, WA",13349929,8,2011,3.8442
1983,"Boston, MA--NH",11089267,8,2012,3.778
1984,"Chicago, IL--IN",30522025,8,2012,4.1995
1985,"Cleveland, OH",3406981,8,2012,3.81575
1986,"Denver--Aurora, CO",6751706,8,2012,3.5265
1987,"Houston, TX",6104516,8,2012,3.56075
1988,"Miami--Fort Lauderdale, FL",11074757,8,2012,3.90125
1989,"New York--Jersey City--Newark, NY--NJ",99830270,8,2012,3.87275
1990,"San Francisco--Oakland, CA",21125330,8,2012,4.1325
1991,"Seattle--Tacoma, WA",13633597,8,2012,3.94525
1992,"Boston, MA--NH",10481198,8,2013,3.753
1993,"Chicago, IL--IN",29152511,8,2013,3.841
1994,"Cleveland, OH",3532697,8,2013,3.56675
1995,"Denver--Aurora, CO",6780110,8,2013,3.56575
1996,"Houston, TX",6259440,8,2013,3.495
1997,"Miami--Fort Lauderdale, FL",11417552,8,2013,3.789
1998,"New York--Jersey City--Newark, NY--NJ",97314265,8,2013,3.81275
1999,"San Francisco--Oakland, CA",20722836,8,2013,3.93725
2000,"Seattle--Tacoma, WA",13652957,8,2013,3.88375
2001,"Boston, MA--NH",11635249,8,2014,3.59575
2002,"Chicago, IL--IN",25664181,8,2014,3.7015
2003,"Cleveland, OH",3557959,8,2014,3.5095
2004,"Denver--Aurora, CO",6535539,8,2014,3.682
2005,"Houston, TX",6222151,8,2014,3.37475
2006,"Miami--Fort Lauderdale, FL",10972406,8,2014,3.6525
2007,"New York--Jersey City--Newark, NY--NJ",96543255,8,2014,3.64825
2008,"San Francisco--Oakland, CA",20141670,8,2014,4.00875
2009,"Seattle--Tacoma, WA",13604943,8,2014,3.95275
2010,"Boston, MA--NH",10880555,8,2015,2.6028
2011,"Chicago, IL--IN",25584414,8,2015,3.0896
2012,"Cleveland, OH",3230631,8,2015,2.5752
2013,"Denver--Aurora, CO",6473470,8,2015,2.8912
2014,"Houston, TX",6265247,8,2015,2.4464
2015,"Miami--Fort Lauderdale, FL",10037869,8,2015,2.7972
2016,"New York--Jersey City--Newark, NY--NJ",95084370,8,2015,2.6768
2017,"San Francisco--Oakland, CA",20745367,8,2015,3.442
2018,"Seattle--Tacoma, WA",13681947,8,2015,3.1232
2019,"Boston, MA--NH",10656231,8,2016,2.2256
2020,"Chicago, IL--IN",24651625,8,2016,2.4414
2021,"Cleveland, OH",2963395,8,2016,2.2514
2022,"Denver--Aurora, CO",6380354,8,2016,2.1914
2023,"Houston, TX",6193804,8,2016,2.056
2024,"Miami--Fort Lauderdale, FL",9075466,8,2016,2.486
2025,"New York--Jersey City--Newark, NY--NJ",97315174,8,2016,2.2824
2026,"San Francisco--Oakland, CA",21056592,8,2016,2.8044
2027,"Seattle--Tacoma, WA",14337420,8,2016,2.6376
2028,"Boston, MA--NH",10763482,8,2017,2.44475
2029,"Chicago, IL--IN",24231785,8,2017,2.55775
2030,"Cleveland, OH",2840892,8,2017,2.37425
2031,"Denver--Aurora, CO",5825809,8,2017,2.41275
2032,"Houston, TX",5069601,8,2017,2.222
2033,"Miami--Fort Lauderdale, FL",8463717,8,2017,2.614
2034,"New York--Jersey City--Newark, NY--NJ",91853417,8,2017,2.56375
2035,"San Francisco--Oakland, CA",20462281,8,2017,3.12375
2036,"Seattle--Tacoma, WA",14482806,8,2017,2.9275
2037,"Boston, MA--NH",10752836,8,2018,2.942
2038,"Chicago, IL--IN",23427221,8,2018,3.04625
2039,"Cleveland, OH",2558404,8,2018,2.80225
2040,"Denver--Aurora, CO",6378525,8,2018,2.85375
2041,"Houston, TX",6388695,8,2018,2.65875
2042,"Miami--Fort Lauderdale, FL",7907013,8,2018,2.85975
2043,"New York--Jersey City--Newark, NY--NJ",92414534,8,2018,2.96325
2044,"San Francisco--Oakland, CA",20420699,8,2018,3.63625
2045,"Seattle--Tacoma, WA",14427166,8,2018,3.37825
2046,"Boston, MA--NH",10564404,8,2019,2.77975
2047,"Chicago, IL--IN",22982105,8,2019,2.95
2048,"Cleveland, OH",2338415,8,2019,2.6655
2049,"Denver--Aurora, CO",6333839,8,2019,2.57025
2050,"Houston, TX",6308036,8,2019,2.46625
2051,"Miami--Fort Lauderdale, FL",7481731,8,2019,2.51775
